nomeFantasia,previsao_risco
Christian Hawkins-Bentley,0
Mr. Stuart Jones,0
Yvonne Garner,0
Gerald Baldwin,0
Mr. Wayne Holloway,1
Rebecca Ward,0
Naomi Collins-West,1
Sam Collins-Bibi,0
Pamela O'Connor-Elliott,0
Dr. Sarah Turner,0
Mr. Stuart Jones,0
Naomi Collins-West,1
Brenda Jones,0
Marion Cook,0
Steven Jennings,0
Graham Collins-Pugh,0
Dr. Edward Stevenson,1
Charlotte Boyle,1
Declan Richardson-Jones,0
Dr. Edward Stevenson,0
Nathan Hunt,0
Ms. Gail Edwards,0
Francesca Woodward,0
Miss Nicole Baldwin,1
Barry Nicholls-Winter,0
Marion Cook,0
Ms. Gail Edwards,0
Mrs. Sally Walker,1
Dr. Brandon Evans,0
Dawn Phillips,0
Melissa Lamb,0
Dr. Sarah Turner,0
Marian Day,0
Miss Jenna Moore,0
Adrian Ross-Leach,1
Hilary Mitchell-Allen,0
Abbie McLean-Fowler,0
Elaine Ford,1
Ashleigh Byrne-Bradley,1
Martin Horton,0
Mr. Iain Sykes,0
Sally Young,1
Mr. Jacob Patel,0
Benjamin Brown-Evans,0
Hilary Mitchell-Allen,0
Antony Gallagher,0
Elliot Welch,0
Guy Griffin,0
Mr. Josh White,1
Graham Collins-Pugh,0
Sally Young,1
Sally Young,0
Louis O'Donnell,1
Mr. Dylan Scott,0
Anne Payne,0
Denise Metcalfe,0
Dr. Malcolm Townsend,0
James French,1
Sam Collins-Bibi,0
Mrs. Jacqueline Watkins,0
Mr. Joshua Bell,0
Claire Read,0
Paige Davies-Simpson,0
Frank Robinson,0
Dr. Damien Pritchard,1
June Rose,0
Ms. Irene Roberts,0
Holly Anderson,0
Miss Deborah Moore,0
Paige Davies-Simpson,0
Mr. Raymond Potts,0
Mrs. Sally Walker,1
Dale Moore,1
Nicola King,0
Marian Day,0
Miss Lesley Freeman,0
Edward Potter,0
Brenda Begum,0
Marie Chapman,0
Timothy Shaw,0
Justin Jones,1
Dr. Max Kemp,0
Dr. Brandon Hawkins,0
Mr. Guy Lamb,1
Marcus Gould,0
Graeme Scott-Gibbons,0
Gordon Phillips-Burton,0
Carole Davis,0
Helen Griffin,0
Mr. Guy Lamb,1
Gemma Young-Phillips,0
Alison Stone,0
Graeme Scott-Gibbons,0
Mrs. Catherine Griffiths,0
Dr. Reece Smith,0
Mr. Craig Williams,1
Mr. Guy Lamb,0
Oliver Jackson,0
Kate Poole,0
Ryan Andrews-Turner,1
Aimee Cooper,0
Miss Nicole Baldwin,0
Aimee Cooper,0
Cheryl Bolton,0
Declan Richardson-Jones,0
John Hall-Bennett,0
Mr. Alan Martin,1
Dr. Stanley Duncan,0
Grace Brown,0
Dr. Paul Blake,0
Ellie Curtis-Lewis,1
Danielle Sharp,1
Catherine John-Young,0
Jemma Nolan,0
Jason Ali-Ryan,0
Dr. Pauline Stewart,1
Lorraine Fox-Evans,0
Neil Dale,0
Billy Davies-Shaw,1
Mr. Derek Webb,1
Mr. Kieran Collins,0
Billy Davies-Shaw,0
Toby Foster,0
Leon Hughes,0
Edward Ellis,0
Leonard Phillips-Wells,1
Frank Matthews-Adams,1
Lisa Cameron,0
Kayleigh Brown-Miles,0
Ms. Joanne Cook,0
Ms. Katie Hamilton,0
Kathleen Turner,1
Katie Adams,0
Toby Foster,0
Arthur Sinclair,0
Bernard Hurst,0
Mr. Bradley Rice,0
Jean Brown,0
Marian Brennan,0
Mathew Page,0
James Matthews,0
Stewart Fisher,1
Dr. Pauline Stewart,0
Rachel Hussain-Brady,1
Roy Williams-Jones,0
Sheila Webb,0
Hugh Chapman,0
Diana Davis-Graham,0
Martin Wilson,0
Mrs. Janet Smith,0
Janice Gill,0
Rebecca Hall,0
Kathryn Wyatt-Carr,0
Lynn Wood,0
Rachel Hussain-Brady,0
Paige Wells,0
Brenda Davis,0
Mr. Joshua Bell,0
Melissa West,0
Dr. Barry Johnson,0
Gerald Jones,1
James Matthews,0
Andrea Wade-Stewart,0
Iain Edwards,0
Dr. Diane Bird,1
Victor Smith,0
Dr. Lewis Wilkinson,0
Mandy Edwards,0
Elaine Kaur,0
Pamela O'Connor-Elliott,0
Terry Barnett,0
Mr. Brett Morgan,0
Mr. Robert Hughes,0
Judith Morris,0
Brenda Allen,0
Pamela O'Connor-Elliott,0
Stewart Fisher,1
Mr. Brett Morgan,0
Ms. Gail Edwards,0
Ms. Rachel Morley,0
Joel Flynn,0
Hilary Davis,0
Janet Parkinson,1
Leslie Rhodes-Smith,1
Adrian Brown,0
Mr. Iain Sykes,0
Amanda Thomas,1
Ms. Diana Ashton,0
Josh Kaur-Schofield,1
Lewis Harris,1
Lewis Harris,1
Joe Knight,0
Miss Marie Cole,0
Sheila Jones-Blake,0
Karl Anderson-Smith,0
Nigel Archer-Hicks,0
Mr. Howard Chapman,0
Reece Kelly,1
Mr. Terence Johnson,0
Cheryl Kent,0
Dr. Donna Price,0
Simon Holden,0
Edward Potter,0
Gordon Campbell-Wright,0
Dr. Eleanor Holland,0
Amber Saunders,0
Mr. Conor Jones,1
Mr. Conor Jones,1
Deborah Scott-Spencer,0
Christine Green,0
Mandy Farrell,0
Dr. John Reynolds,0
Callum Mitchell-Mills,1
Dr. Stacey Barnes,0
Lewis Harris,1
Mrs. Eleanor Dunn,1
Dominic Taylor,1
Dr. Caroline Ali,0
Angela Williams,0
Mrs. Deborah Franklin,0
Connor Barker-Taylor,0
Dr. Kathryn McDonald,0
Mathew White,0
Kathleen Thomas,0
Danielle Hudson,0
Lydia Morrison,1
Lydia Morrison,1
Dr. Judith Woods,1
Dr. Judith Woods,1
Mr. Conor Jones,1
Fiona Howarth-Matthews,0
Holly Collins,1
Mr. Lee Cox,0
Antony Mitchell,0
Holly Collins,0
Mrs. Gail O'Connor,1
Dr. Simon Williams,1
Callum Mitchell-Mills,0
Brian Benson-Brown,1
Donald Burke,1
Brian Benson-Brown,1
Mr. Patrick Adams,0
Rita Graham,0
Chelsea Smith-Cox,0
William Hart,0
Annette Perkins,1
Miss Lorraine Alexander,0
Arthur Sinclair,1
Billy Bolton,1
Dr. Eric Mills,1
Mrs. Sally Berry,0
Mrs. Gail Lambert,0
Miss Jennifer Shepherd,0
Mrs. Kathleen Taylor,0
Lynda McCarthy,1
Lynda McCarthy,0
Diana Turner,0
Paula Bennett,0
Miss Lynne Humphreys,0
Brian Benson-Brown,1
Brian Benson-Brown,1
Amber Yates,0
Mr. Josh Sharp,0
Miss Lorraine Alexander,0
Hazel Dennis,0
Marc Elliott,0
Diana Wells-Robinson,1
Shane Mann,1
Adam Hill,1
Danielle Jackson,0
Diana Berry,0
Ms. Vanessa Smith,0
Albert Crawford,1
Albert Crawford,1
Janet Parkinson,1
Marilyn Holden,0
Dr. Jonathan Akhtar,0
Mr. Callum Richards,0
Paula Potts-Quinn,0
Dr. Frederick Cooper,1
Gail Ward,0
Dawn Lloyd-Wilkinson,0
Denise Parsons,0
Ms. Laura Jones,0
Nathan Jones,0
Kevin Murray,0
Nathan Jones,0
Matthew Howe-Freeman,1
Miss Jodie Gordon,0
Mr. Josh Sharp,0
Hannah Martin,0
Mr. Josh Sharp,1
Mandy Gordon,0
Michelle Carey,0
Dr. Stuart Johnson,0
Teresa Curtis,0
Carolyn Hodgson-Stephenson,0
Ms. Chelsea Winter,0
Ashley Manning,0
Cameron Goddard,1
Elaine Bray-Chapman,0
Stacey Burton,0
Dr. Kenneth McDonald,0
Jeffrey Marshall,1
Charlotte Harrison,1
Dr. Molly Dixon,0
Dr. Rachel Armstrong,0
Dr. Nicholas Phillips,1
Abigail Fox,0
Adam Little,0
Cameron Goddard,1
Margaret Bailey,0
Paula Potts-Quinn,0
Gail O'Brien-Oliver,1
Marilyn Holden,0
Benjamin Norton,0
Mr. Leon Shaw,0
Paul Jackson,0
Dale Knight,0
Leonard Gough-Vincent,0
Mrs. Hilary Arnold,0
Miss Diane Read,0
Lynda McCarthy,0
Dr. Dennis Bartlett,0
Ms. Josephine Moran,0
Kim Robinson,0
Mr. Wayne Holloway,1
Mr. Joshua Bell,0
Mrs. Beverley Khan,0
Henry Norton,0
Dr. Kathryn McDonald,0
Arthur Sinclair,0
Mrs. Beverley Khan,0
Andrew Thompson,1
Mr. Joshua Bell,0
Andrew Thompson,0
Denis Charlton,1
Victor Scott,0
Mr. Kenneth Woodward,0
Duncan Walker,0
Duncan Walker,0
Kimberley Robertson-O'Connor,1
Susan Payne,0
Brenda Allen,0
Duncan Walker,0
Kimberley Robertson-O'Connor,1
Mr. Henry Ali,1
Dr. Christian Smith,0
Alexander Miles,0
Dr. Barry Carpenter,0
Paul Jackson,0
Nigel Faulkner,0
Connor Conway,0
Leslie Horton,0
Miss Suzanne Edwards,0
Guy Miles-Short,0
Antony Walsh,1
Hazel Dennis,0
Pauline Knowles,0
Rachel Marshall,1
Miss Fiona Kent,0
Miss Fiona Kent,0
Mr. Kenneth Woodward,1
Mr. Kenneth Woodward,0
Leslie Horton,0
Charlotte Curtis-Wheeler,0
Edward Wood,0
Mr. Marc Bevan,1
Dr. Christopher Saunders,0
Declan Richardson-Jones,0
Joe Knight,0
Dr. Beverley Hayward,0
Alex Lamb,1
Ms. Gail Edwards,0
Natasha Jones,1
Josh Bryan-Wilson,0
Julian Norman-Davis,0
Jennifer Freeman-Barrett,0
Iain Brown-Taylor,1
Ricky Bartlett,0
Dr. Bethany Ellis,1
Bryan Todd,1
Marie Barrett,0
Leslie Horton,0
Edward Wood,0
Keith Hussain,0
Dr. Joyce Atkins,0
Dr. Antony Ross,0
Mr. Raymond Potts,0
Mr. Carl Barker,1
Lindsey Daniels-Scott,0
Margaret Jones,0
Mr. Henry Ali,1
Timothy Ali,1
Jane Williams,1
Connor Ashton-Jones,0
Mrs. Frances Buckley,0
Rachael Hall,0
Georgina Edwards,0
Mr. Maurice Lord,0
Mr. John Simpson,1
Dr. Steven Dobson,0
Edward Scott,0
Jenna Hughes-Griffiths,0
Ms. Angela Hall,0
Martin Wilson,0
Hilary Brown-Wells,0
Hugh Chapman,0
Sheila Webb,0
Julie Welch,0
Miss Joanne Wilson,0
Dr. Jonathan Akhtar,0
Douglas Wilson-Simpson,0
Henry Cooper,0
Dr. John Reynolds,0
Dr. Joe Osborne,0
Robin Browne,1
Judith Fowler,0
Kerry Pritchard-Hussain,0
Ms. Lydia Russell,0
Shane Taylor-Weston,0
Ms. Lydia Russell,0
Linda Bradley,0
Debra Jarvis,0
Alexandra Williams,0
Maurice James,0
Shane Mann,1
Mrs. Janet Smith,0
Dr. John Reynolds,1
Dr. Antony Ross,0
Gavin Holden,0
Dr. Louise Hancock,1
Mohamed Welch,0
Natalie Harrison,0
Miss Maureen West,1
June Rose,0
Melissa Spencer,1
Nathan Jones,0
Louis Cooper,1
Mr. Derek Hill,0
Mr. Arthur Shah,1
Adrian Frost,0
Graeme Jordan,0
Jeffrey Fisher,0
Dr. Stephen Field,0
Gemma Patel-Clark,0
Marion Cook,0
Mr. Alan Martin,1
Linda Bradley,0
Justin Jones,1
Denise Harrison,0
Mr. Iain Sykes,0
Nicola Wilson,0
Dr. Alan Hughes,1
Dr. Barry Carpenter,0
Mr. Antony Richardson,0
Gary Cox,1
Paula Potts-Quinn,0
Iain Knowles,1
Carole Pickering,1
Miss Maureen West,1
Andrea Murphy,0
Dr. Frederick Cooper,1
Dale Knight,0
Rachel Harris-Reynolds,1
Michelle Bailey,1
Mrs. Dorothy Wall,0
Carole Pickering,0
Kim Knight,0
Jay Gibbs-Berry,0
Joe Rowe-Jennings,1
Mr. Harry Simpson,1
Mrs. Rebecca Sullivan,0
Adrian Frost,0
Dr. Keith Wilson,0
Leslie Horton,1
Leslie Horton,1
Leslie Horton,0
Robin Browne,1
Christian Ross,0
Mrs. Frances Buckley,0
Dr. David Rees,0
Chloe Mellor-Phillips,0
Liam Harper,1
Liam Harper,0
Dr. Alex Ward,0
Mr. Elliot Henry,0
Ricky Smith,0
Luke Collier,0
Mr. Joseph Pritchard,0
Jade Bennett,0
Toby Taylor,0
Dr. Howard Clarke,0
Mr. Harry Simpson,0
Rebecca Bryant,0
Sylvia Andrews,0
Jasmine Ashton-Daniels,0
Dr. Dennis Bartlett,1
Graham Thorpe,1
Mr. Leon Wilkinson,0
Bethany Byrne,1
Patricia Newton,1
Bethany Byrne,0
Miss Jodie Gordon,0
Martin Andrews,0
Ms. Chelsea Winter,0
Mr. Thomas White,0
Grace Lambert,0
Nicola Hall,0
Hayley Morgan,0
Mathew Ward,1
Jasmine Singh,0
Bethany Byrne,0
Gerald Fisher,0
Robin Howe-Quinn,0
Danny Miller,0
Molly Boyle,0
Beth Jackson,0
Beth Jackson,1
Bradley Allen,1
Albert Morris,0
Katy Holmes,0
Steven Morgan,0
Andrew Brown,0
Mrs. Francesca Barber,0
Bradley Allen,1
Jennifer Atkinson,0
Raymond Hill,0
Mrs. Anna Nolan,0
Jack Ellis-Hawkins,0
Kim Murphy,0
Natasha Hussain,0
Mr. Robert Watson,0
Jeffrey Johnson,1
Bradley Allen,1
Dr. Maurice Garner,1
Bradley Allen,1
Dr. Maurice Garner,0
Samuel Evans-Williams,0
Bradley Allen,0
Dr. Alexandra Smith,0
Josephine Nicholson-Kennedy,0
Ms. Carol Stevenson,0
Paula Potts-Quinn,0
Paula Potts-Quinn,0
Mr. Kevin Wood,0
Linda Bradley,0
Connor Lloyd,1
Miss Sharon Wood,0
Dr. Lee Jones,1
Nathan Jones,1
Fiona Noble,0
Sandra Anderson,0
Miss Ellie Kelly,0
Marie Harding,0
Ms. Gemma Khan,0
Paula Potts-Quinn,0
Paula Lynch,0
Nathan Jones,1
Kyle Bull,0
Jennifer Little-Allan,0
Nicole Evans,0
Dr. Kenneth McDonald,0
Dr. Frederick Wright,1
Barry Nicholls-Winter,1
Elliott Pugh-Williams,1
Elliott Pugh-Williams,0
Barry Nicholls-Winter,0
Fiona Noble,1
Alison Green,0
Raymond Porter,0
Raymond Porter,0
Mrs. Eleanor Dunn,0
Dale Scott,1
Clifford Allan,0
Mr. Bernard Hutchinson,0
Dale Scott,0
Dr. Samuel Watson,1
Linda Bradley,0
Dennis Rose-Morgan,0
Mr. Wayne Riley,0
Kyle Bull,0
Mrs. Suzanne Kemp,0
Maria Warren,1
Leonard Harris,0
Sophie Barry,0
Adam Hill,1
Benjamin Clark-Webb,0
Margaret Bailey,0
Leslie Horton,0
Jeremy Savage,0
Dr. Ronald Talbot,0
Mr. Anthony Barnes,0
Melissa Goodwin,0
Pauline Taylor,0
Mr. Callum Khan,0
Lorraine Hughes,0
Colin Butcher,1
Mr. Dale Ward,0
Maria Warren,0
Ms. Leanne Bond,1
Lynne Alexander-Hill,0
Henry White,0
Dr. Kenneth McDonald,0
Teresa Henderson,0
Dale Moore,0
Dr. Lauren Robinson,0
Leslie Horton,0
Mr. Graeme Ahmed,0
Mandy Farrell,0
Dylan Robinson-Nolan,1
Dylan Robinson-Nolan,1
Janet Parkinson,1
Dr. Ronald Talbot,0
Brenda Allen,0
Oliver Ali,0
Danny Holland,0
Vanessa Clarke-Lees,1
Elliott Thompson,0
Adrian Tyler-Ashton,0
Anne Payne,0
Norman Allen,0
Oliver Ali,1
Alison Williams,0
Linda Bradley,0
Marcus Welch,1
Joyce Fleming,0
Mr. Callum Thompson,0
Dr. Tina Cook,0
Donald Bailey-Owens,0
Dr. Ricky Thorpe,1
Mohamed Kelly,0
Dr. Julia Mills,1
Liam Ryan,0
Frank Bennett,0
Douglas Wilson-Simpson,0
Mohammed Page,0
Beth George,0
Bradley Smith,0
Sean Ali,0
Mr. Guy Lamb,0
Terry Barnett,0
Mr. Kenneth Woodward,0
Teresa Ward,0
Hannah Bennett,0
Justin Walker,1
Billy Davies-Shaw,1
Charlotte Wilson,0
Billy Davies-Shaw,0
Mr. Bradley Rice,0
Frederick Patel,1
Maureen Sullivan,0
Hilary Wilson,0
Dr. Raymond Reynolds,0
Alison Williams,0
Mrs. Jessica Bird,0
Dr. Ricky Thorpe,1
Josh Kaur-Schofield,1
Josh Kaur-Schofield,1
Paige Robinson,0
Jill Cox-Smith,0
Sylvia Roberts,0
Terry Barnett,0
Ruth Clarke,0
Billy Humphries-Bentley,0
Dr. Wayne Williams,1
Yvonne Nixon-Carey,1
Kathleen Thomas,0
Dr. Anthony Moore,0
Ronald Moore,0
Dr. Ricky Thorpe,1
Dr. Ricky Thorpe,1
Dr. Ricky Thorpe,0
Sandra Anderson,0
Mr. John Matthews,0
Mr. Jamie Palmer,0
Frederick Gilbert-Taylor,0
Ms. Hollie Rowe,0
Edward Jones,0
Clifford Allan,0
Brett Johnston,0
Rita O'Neill,0
Kelly Smart-Pope,0
Mrs. Frances Buckley,0
Dale Scott,0
Annette Perkins,1
Billy Davies-Shaw,0
Kimberley Robertson,0
Victoria White,0
Victoria White,0
Mitchell Williams,0
Miss Jean Johnson,1
Geoffrey Pritchard,1
Graham Collins-Pugh,0
Lynne Smith,0
Mark Martin,1
Nathan Jones,0
Nathan Jones,1
Scott Taylor,1
Iain Smith-Gardiner,0
Samuel Sykes,0
Iain Knowles,1
Dr. Karl Mitchell,0
Miss Ellie Kelly,0
Gerard Gordon,0
Deborah Jones-Gibson,0
Dale Knight,0
Iain Brown-Taylor,1
Frank Hughes,0
Benjamin Norton,0
Mr. Joshua Bell,0
Ian Thornton,0
Dominic Taylor,1
Dominic Taylor,0
Victoria White,0
Angela Williams,0
Kathleen Thomas,0
Harry Chapman,0
Dr. Anthony Moore,0
Dr. Charles Thompson,0
Maria Dyer,0
Miss Yvonne Peters,0
Dr. Karl Mitchell,0
Brett Robinson,1
Liam Hall,1
Albert Morris,0
Clifford Evans,0
Mark Martin,0
Dr. Judith Woods,1
Lydia Morrison,1
Mr. Conor Jones,1
Dr. Judith Woods,1
Dr. Judith Woods,1
Dr. Judith Woods,1
Mr. Conor Jones,1
Ms. Geraldine Willis,0
Charlie Hayes-Hancock,0
Kim Randall,1
Kelly Smart-Pope,0
Mrs. Frances Buckley,0
Rachael Collins,0
Zoe Smith-Clark,0
Edward Barrett,0
Fiona Noble,1
Steven Kennedy-Jones,0
Charlie Hayes-Hancock,0
Rachel Harris-Reynolds,0
Julie Smith,0
Dr. Russell Lewis,1
Julian Charlton,0
Bethany Ball,0
Alexandra Booth,0
Jacob Evans,0
Lynne Fisher,1
Dr. Russell Lewis,0
Diane Mellor,0
Guy Gibson,0
Ms. Charlene Vincent,0
Gail Gregory,0
Miss Jodie Gordon,0
Sam Jones,1
Victor Stokes,0
Mrs. Frances Buckley,0
Alexandra Booth,0
Kathryn Stanley,1
Tony Saunders,0
Julie Foster,0
Leah Reid,0
Ms. Jean Evans,0
Janet Owen,1
Ms. Lesley Scott,0
Alison Davidson,0
Dr. Roger Law,0
Dale Knight,0
Miss Samantha Nash,0
Jasmine Thornton,0
Adrian Turner,0
Henry Williams,0
Gail Smith,1
Sally Hughes-Taylor,0
Miss Amelia Cross,0
Kevin Abbott,1
Margaret White-Jones,1
Kevin Abbott,0
Dr. Denis Lee,1
Dr. Denis Lee,0
Jennifer Little-Allan,0
Carly Campbell,0
Gail Smith,1
Mr. Trevor Parker,0
Maureen Roberts,1
Ms. Marilyn Saunders,0
Jamie Dodd-Patel,0
Ashleigh Byrne-Bradley,1
Dr. Justin Robertson,0
Christopher James-Williams,0
Annette Owen-Thomas,1
Ms. Kathleen Richardson,0
Dr. Simon Rees,0
Holly Collins,0
Lorraine Hughes,0
Marcus James,0
Josh Bryan-Wilson,0
Barry James-King,1
Tom Robinson,0
Miss Nicole Baldwin,1
Suzanne Barlow,0
Mr. Conor Jones,1
Mr. Denis Green,0
Christopher James-Williams,0
Mr. Conor Jones,1
Pamela Jones,0
Leslie Smith,1
Conor Hayes,1
Lorraine Hughes,0
Ms. Rosie Greenwood,0
Garry Booth,0
Chelsea Smith-Cox,0
Gordon Roberts,0
Mrs. Zoe O'Brien,0
Gillian Mason,0
Ms. Carol Stevenson,0
Miss Sharon Wood,0
Geraldine Ward,0
June Gardner,0
Rita Simmons,0
Neil Gallagher,0
Abdul Hamilton,0
Mr. Denis Green,0
Michael Miller,0
Judith Patel,0
Phillip Rees,1
Ronald Payne,0
Lynne Alexander-Hill,0
Dale Scott,0
Mr. Leon Wilkinson,1
Arthur Kent-Owen,0
Danny Miller,0
Mr. Wayne Riley,0
Ashleigh Byrne-Bradley,0
Dr. Teresa Hope,0
Dr. Bernard Taylor,0
Charlene Jones,0
Adrian Turner,0
Leslie Smith,1
Dale Lowe,0
Gerard Gordon,0
Tracey Harrison,0
Nicola Blackburn-Lawson,1
Edward Ellis,0
Mrs. Lindsey Harrison,0
Miss Mandy Richardson,0
Dr. Marion Turnbull,0
Marcus Shepherd,0
Rosemary Watts,1
Duncan Charlton,1
Mohamed Thompson-Newman,1
Donna Taylor-Field,0
Ms. Donna Smith,0
Duncan Charlton,1
Yvonne Green,0
Rosemary Watts,1
Dr. Matthew Wright,1
Mrs. Abigail Harris,1
Lesley Jenkins,1
Duncan Charlton,0
Rosemary Watts,0
Mrs. Abigail Harris,0
Lynne Rees,0
Mr. Elliot Henry,0
Kayleigh Jones-Kelly,1
Leon Smith,1
Bruce O'Donnell-Cox,1
Mr. Derek Hill,0
Alan Woodward,0
Pamela Hill-Vaughan,0
Mrs. Molly Barlow,0
Liam Hall,1
Nicola Harris-Clarke,0
Antony Walsh,1
Stephanie Kelly,1
Bruce O'Donnell-Cox,0
Leon Smith,0
Dylan Robinson-Nolan,0
Mrs. Aimee George,1
Mr. Conor Jones,1
Harry Ali,1
Robin Thomas-Hewitt,0
Alison Davidson,0
Gemma Watts,0
Dawn Cooper,1
Roy Carter,1
Marie Barrett,0
Kerry Winter,0
Clare Barker-Parker,1
Tracey Owen,1
Mr. Jacob Patel,0
Marcus Brown,0
Anne Welch-Campbell,0
Teresa Parkinson,0
Holly Jones,0
Dr. Clive White,0
Dr. Julia Mann,0
Mrs. Anne Dunn,0
Terry Perry,0
Dylan Fox,0
Vincent Wright,0
Marian Day,0
Miss Ellie Kelly,0
Dr. Ricky Fisher,0
Yvonne Goddard,0
Jonathan Fletcher,0
Phillip Phillips,0
Dr. Clive White,0
Dr. Arthur Curtis,1
Matthew Smith-Barlow,0
Dr. Mandy Atkinson,0
Dr. Arthur Curtis,0
Mrs. Claire Hodgson,0
Mr. Kenneth Woodward,0
Clifford Thompson,0
Dr. Peter Bryan,0
Miss Katie Wright,0
Dr. Adrian Gilbert,0
Antony Walsh,1
Dr. Simon Howard,1
Brian Morgan,1
Ms. Elizabeth Hicks,1
Dr. Clive White,0
Patricia Reynolds,0
Geraldine Bibi,1
Mr. Henry Ali,1
Charlie Knight,0
Carolyn Sutton-Morris,0
Ricky Fraser,1
Mr. Jack Marshall,0
Mr. Stephen Mitchell,0
Mr. Wayne Moore,0
Jessica Jones,0
Gerard Jones,0
Jake Douglas,1
Mr. Callum Richards,1
Mr. Brett Kelly,0
Dr. Peter Bryan,0
Elliot Welch,0
Gregory Shaw,0
Mr. Elliot Powell,1
Leonard Norman,0
Paige Hill,0
Jack Ellis-Hawkins,0
Clifford Allan,0
Clifford Allan,0
Nicole Wilson,0
Dr. Simon Howard,1
Mr. Brett Kelly,0
Barry James-King,1
Dr. Adrian Gilbert,0
Dr. Tony Smith,1
Miss Lorraine Alexander,0
Irene Houghton,0
Bernard Brown,0
Dr. Lewis Wilkinson,0
Brenda Allen,0
Victor McLean,0
Georgina Craig,0
Jack Bowen-Ford,0
Miss Mandy Richardson,0
Dr. Tony Smith,1
Ms. Gemma Parker,0
Roy Kent-Davies,1
Mrs. Catherine Griffiths,0
Dr. Bethany Ellis,1
Dr. Adrian Gilbert,0
Hannah Jones,0
Lisa Cameron,0
Dr. Eric Ashton,0
Mrs. Catherine Griffiths,0
Dr. Bethany Ellis,1
Miss Ellie Kelly,0
Judith Roberts,0
Dr. Roy Norris,0
Mrs. Debra Harding,1
Ruth Wilson,0
Roy Kent-Davies,0
Mrs. Debra Harding,0
Nicole Palmer,0
Tony Cooper-Clarke,0
Linda Cook,0
Annette Perkins,1
Karl Khan,0
Dr. Julia Mills,1
Andrea Butler,0
Alexander Saunders,0
Charles Jones,0
Ellie Singh,0
Nicole Palmer,1
Jenna Jennings,1
Jenna Jennings,1
Janice Davis,0
Mrs. Sharon Scott,0
Andrew Noble,0
Mitchell Jarvis,0
Amelia Baker,0
Nicholas Graham,0
Kate Fowler,0
Janice Hale-Jones,0
Miss Donna Smith,0
Denis Johnson,0
William Thomas,0
Jenna Jennings,0
Dr. Marian Smith,0
Graeme Turnbull,0
Toby Nicholson,0
Mr. Garry Green,1
Nicholas Johnston,1
Timothy Shaw,0
Lorraine Fox-Evans,0
Janice Gill,0
Dr. Bruce Gould,1
Mark Martin,1
Lawrence Gardiner,0
Nicole Palmer,0
Valerie Dodd,0
Karl Phillips,0
Maria Warren,1
Dr. Leon Thomas,0
Wendy Conway,0
Carolyn Hale,0
Stephanie Booth,0
Miss Debra Cartwright,0
Maria Warren,0
Dr. Beverley Hayward,0
Julian Norman-Davis,1
Lawrence Bartlett,0
Miss Jodie Gordon,0
Dr. Beverley Simmons,1
Dr. Bethany Ellis,1
Reece Rogers,1
Dr. Pauline Stewart,0
Ms. Pauline Sinclair,1
Rachael Bradshaw,1
Danielle Murray-Bell,0
Neil Dale,0
Mrs. Lindsey Harrison,0
Kenneth Mitchell,0
Dr. David Rees,0
Nicholas Johnston,0
Jay Hurst,0
Linda Cook,0
Dr. Bruce Gould,0
Norman Simpson,0
Abdul Phillips,0
Ms. Rosie Schofield,0
Chelsea Smith-Cox,0
Miss Jodie Gordon,1
Lawrence Brown,0
Abbie Welch,0
Miss Jodie Gordon,0
Vanessa Jones,0
Dale Bond,0
Lisa Cameron,0
Connor Cox,0
Fiona Birch-Jackson,0
Vanessa Davidson-Humphries,1
Lewis Manning,1
Miss Alice Byrne,0
Miss Jodie Gordon,0
Sarah Williams,1
Sarah Williams,0
Reece Rogers,1
Melissa Woods,1
Ms. Katy Smith,0
Clare Patel,1
Mr. Patrick Adams,0
Mark Martin,0
Georgina Lawson,0
Iain Price,0
Adrian Turner,0
Reece James,0
Anne Welch-Campbell,1
Anne Welch-Campbell,0
Ellie Reynolds,1
Dr. Nigel Hartley,0
Janet Watson,1
Janet Watson,0
Andrea Holmes,0
Miss Carolyn Smith,0
Ben Brown,0
Sarah Williams,0
Sheila Jones-Blake,0
Lawrence Moore-Smith,0
Leon Smith,1
Mr. Oliver Hussain,1
Leon Smith,1
Leon Smith,1
Dr. Philip Simpson,0
Miss Diane Hunt,0
Jack Hall,1
Jake Bradley,0
Sandra Anderson,0
Glen Lynch,1
Pamela Wright,1
Stacey Hamilton,0
Miss Sandra Stevens,0
Dr. Julia Mills,1
Ashleigh Byrne-Bradley,1
Mr. Guy Lamb,0
Mr. John Simpson,1
Anne Welch-Campbell,0
Mr. Derek Hill,0
Alex Reed,0
Mary Richards,1
Miss Beth Bennett,0
Graeme Black,0
Margaret Webster-Swift,0
Dr. Ian Armstrong,1
Donna Evans,0
Wayne Barnes,1
Alex Reed,0
Jennifer Howard,1
Chloe Cameron,0
Miss Sharon Wood,0
Ms. Alison Brennan,0
Mr. Kevin Lee,0
Aimee Whitehead-Kennedy,0
Mr. Leon Wilkinson,1
Sarah Collins,1
Miss Carolyn Smith,1
Charlie Hayes-Hancock,0
Mr. Simon Jones,0
Joanna Hall,0
Ms. Tracy Thompson,0
Elaine Bray-Chapman,1
Malcolm Hopkins,1
Sarah Collins,1
Mrs. Judith Brown,0
Leigh Gibson,0
Mr. Ian Chambers,0
Dr. Philip Weston,0
Mrs. Beverley Khan,0
Dennis Davies,0
Sian Edwards,0
Denise Parker,1
Hayley Stevenson,1
Dr. Jennifer Hutchinson,0
Guy Miles-Short,0
